T0.0199999995529652,0.9876838,-0.0307024,0.01336658,-0.03535581,-0.05200195,1.011719,0.007080078,-0.01007671,-0.3191725,0.2828756,1.0,-7.534383e-06,0.000146578,1.023131e-06,1.0,rec092GMV0.txt,0,T0.0199999995529652,1.975368,-0.0307024,0.01336658,-0.03535581,-0.05200195,1.011719,0.007080078,-0.01007671,-0.3191725,0.2828756,0.9938799,-1.1189e-05,0.0001464205,-3.30375e-06,1.0,31,39,80,0.0,rec092GMV1.txt,0
T0.0399999991059303,2.951305,-0.02948071,0.00603641,-0.02313887,-0.05224609,1.014648,0.006835938,-0.01008349,-0.3192177,0.2827494,0.9892898,3.028107e-05,0.0002227489,-1.57575e-05,1.0,rec092GMV0.txt,1,T0.0399999991059303,2.939559,-0.02948071,0.00603641,-0.02313887,-0.05224609,1.014648,0.006835938,-0.01008349,-0.3192177,0.2827494,0.9839174,6.396079e-05,0.0002245178,-3.556091e-05,1.0,31,39,80,0.25,rec092GMV1.txt,1
T0.373333342373371,2.934784,-0.03436749,0.01580997,-0.02191718,-0.05175781,1.012939,0.004882813,-0.01002909,-0.3192117,0.2826793,0.977966,0.0002795835,0.003144521,-2.656365e-05,0.9999951,rec092GMV0.txt,2,T0.373333342373371,2.941756,-0.03436749,0.01580997,-0.02191718,-0.05175781,1.012939,0.004882813,-0.01002909,-0.3192117,0.2826793,0.9727233,0.0003358341,0.003147396,-9.100375e-05,0.999995,31,39,80,0.4375,rec092GMV1.txt,2
T0.452438443899155,2.93547,-0.02825902,0.01092319,-0.03413412,-0.05395508,1.016113,0.009277344,-0.01003993,-0.3190989,0.282686,0.9699294,0.0001760091,0.003592412,-0.0002258986,0.9999935,rec092GMV0.txt,3,T0.452438443899155,2.922213,-0.02825902,0.01092319,-0.03413412,-0.05395508,1.016113,0.009277344,-0.01003993,-0.3190989,0.282686,0.9668078,-0.0005369854,0.003568379,-0.0005698352,0.9999933,31,39,80,0.578125,rec092GMV1.txt,3
T0.500445142388344,2.909612,-0.03436749,-7.206202e-05,-0.03046904,-0.05126953,1.016113,0.005859375,-0.01006737,-0.3190718,0.2826399,0.9623094,-0.0006668364,0.003542706,-0.0004496475,0.9999934,rec092GMV0.txt,4,T0.500445142388344,2.910269,-0.03436749,-7.206202e-05,-0.03046904,-0.05126953,1.016113,0.005859375,-0.01006737,-0.3190718,0.2826399,0.9568944,-0.0001960364,0.003588138,-8.837751e-05,0.9999936,31,39,80,0.6835938,rec092GMV1.txt,4
T0.510284841991961,2.909561,-0.02825902,-7.206202e-05,-0.03046904,-0.05322266,1.016357,0.005371094,-0.01007582,-0.319023,0.2827205,0.9529394,0.0004896695,0.003542115,7.273351e-05,0.9999936,rec092GMV0.txt,5,T0.510284841991961,2.908196,-0.02825902,-7.206202e-05,-0.03046904,-0.05322266,1.016357,0.005371094,-0.01007582,-0.319023,0.2827205,0.9498587,0.0005132483,0.003574269,-0.0002142032,0.9999934,31,39,80,0.7626953,rec092GMV1.txt,5
T0.520063942298293,2.926337,-0.03558918,0.01458827,-0.01336532,-0.0480957,1.011719,0.007324219,-0.01021273,-0.3190618,0.2827424,0.9473275,0.0003307142,0.003535027,0.0002352185,0.9999937,rec092GMV0.txt,6,T0.520063942298293,2.945842,-0.03558918,0.01458827,-0.01336532,-0.0480957,1.011719,0.007324219,-0.01021273,-0.3190618,0.2827424,0.9483691,4.275465e-05,0.003565621,0.0009370113,0.9999932,31,39,80,0.8185213,rec092GMV1.txt,6
T0.528543842025101,2.935914,-0.02215054,0.02069674,-0.02558226,-0.05859375,1.018555,0.00390625,-0.010233,-0.3191651,0.2825956,0.952332,0.0002428501,0.003550542,0.0001912512,0.9999937,rec092GMV0.txt,7,T0.528543842025101,2.90648,-0.02215054,0.02069674,-0.02558226,-0.05859375,1.018555,0.00390625,-0.010233,-0.3191651,0.2825956,0.953682,0.0007368742,0.003635564,-0.001261573,0.9999923,31,39,80,0.8185213,rec092GMV1.txt,7
T0.539651142433286,2.913624,-0.04169765,0.0084798,-0.02436057,-0.046875,1.01001,0.003173828,-0.01016483,-0.3193545,0.2826045,0.9499178,0.001411684,0.003601682,-0.001223165,0.9999918,rec092GMV0.txt,8,T0.539651142433286,2.950201,-0.04169765,0.0084798,-0.02436057,-0.046875,1.01001,0.003173828,-0.01016483,-0.3193545,0.2826045,0.9482495,0.001475808,0.003688837,0.0004010823,0.999992,31,39,80,0.8185213,rec092GMV1.txt,8
T0.558076541870832,2.967088,-0.03681087,0.002371326,-0.02802565,-0.05688477,1.014404,0.007324219,-0.01021815,-0.3192562,0.2826724,0.9529562,0.001006225,0.003576752,0.0007445402,0.9999928,rec092GMV0.txt,9,T0.558076541870832,2.947398,-0.03681087,0.002371326,-0.02802565,-0.05688477,1.014404,0.007324219,-0.01021815,-0.3192562,0.2826724,0.9592619,0.0003920149,0.003627178,-0.0006995117,0.9999931,31,39,80,0.8185213,rec092GMV1.txt,9
T0.589272942394018,2.922354,-0.03681087,0.01336658,-0.02436057,-0.05029297,1.016113,0.003417969,-0.01010564,-0.3191644,0.2825715,0.9607563,0.0003123741,0.003719111,-0.001231802,0.9999923,rec092GMV0.txt,10,T0.589272942394018,2.916999,-0.03681087,0.01336658,-0.02436057,-0.05029297,1.016113,0.003417969,-0.01010564,-0.3191644,0.2825715,0.9577936,0.0008791781,0.003846979,-0.0002438536,0.9999922,31,39,80,0.8185213,rec092GMV1.txt,10
T0.623655941337347,2.911115,-0.03925427,0.00603641,-0.01947379,-0.05737305,1.015869,0.00390625,-0.01010492,-0.3192278,0.2825078,0.9547031,0.001452957,0.003870592,-0.0002976996,0.9999914,rec092GMV0.txt,11,T0.623655941337347,2.910585,-0.03925427,0.00603641,-0.01947379,-0.05737305,1.015869,0.00390625,-0.01010492,-0.3192278,0.2825078,0.9514326,0.001307649,0.003957962,-0.001340926,0.9999904,31,39,80,0.8185213,rec092GMV1.txt,11
