T0.0199999995529652,0.9715925,-0.01137397,-0.006576402,-0.0137355,-0.05004883,1.015869,0.001220703,-0.008264092,-0.3144305,0.2794839,1,2.964907E-06,-6.01793E-05,-7.164272E-08,1 
T0.0399999991059303,2.93336,-0.02236921,-0.006576402,-0.01740058,-0.04980469,1.01123,-0.0004882813,-0.008258979,-0.3143064,0.2795725,0.9754965,0.000282235,-9.855223E-05,2.07034E-06,1 
T0.373333342373371,2.961198,-0.01259566,-0.007798096,-0.01984397,-0.05249023,1.013428,-0.001953125,-0.008210269,-0.3143218,0.2795875,0.9700338,0.001068322,-0.0002386383,-0.0004086281,0.9999993 
T0.466383643448353,2.946962,-0.01015227,-0.00901979,-0.01862228,-0.0546875,1.012207,-0.0007324219,-0.00812324,-0.3143144,0.279536,0.9703678,0.001344458,-0.0003299213,-0.001588944,0.9999978 
T0.50995584204793,2.944445,-0.01137397,0.003197154,-0.02106567,-0.0480957,1.015381,-0.002197266,-0.008131063,-0.3143056,0.2794214,0.968723,0.001173598,-9.808026E-05,-0.00125102,0.9999986 
T0.522279242053628,2.921801,-0.01626074,0.006862238,-0.02228736,-0.05273438,1.015137,-0.001464844,-0.008025797,-0.3143515,0.2794226,0.9644999,0.00150855,5.426351E-06,0.0001522991,0.9999989 
T0.534422442317009,2.933214,-0.02969938,-0.00901979,-0.01862228,-0.0546875,1.012207,0,-0.008080127,-0.3143718,0.2796261,0.9575303,0.001045592,-4.90686E-05,-0.001614819,0.9999982 
T0.545731942169368,2.942861,-0.01381735,0.009305626,-0.01740058,-0.05126953,1.015625,0.0002441406,-0.00816441,-0.314454,0.2795062,0.9586923,0.0005398938,2.494722E-06,-0.00174307,0.9999984 
T0.565700541250408,2.91463,-0.01259566,-0.002911318,-0.0137355,-0.05322266,1.016113,0,-0.008142145,-0.3142744,0.2795351,0.9581467,0.0005089391,-1.021166E-05,-0.0009175088,0.9999995 
T0.589979740791023,2.920697,-0.007708881,-0.006576402,-0.01984397,-0.0480957,1.013672,-0.001464844,-0.008114505,-0.3141564,0.2796455,0.9515314,0.0008229348,-7.52635E-05,-0.0007216032,0.9999994 
T0.615548041649163,2.923078,-0.01381735,-0.0004679281,-0.02228736,-0.0559082,1.018066,-0.002685547,-0.00808753,-0.3143072,0.2795378,0.9516631,0.001457538,-7.528695E-06,-0.0003446972,0.9999989 
T0.645158241502941,2.902369,-0.01748244,-0.006576402,-0.0137355,-0.05102539,1.013916,-0.001464844,-0.008123411,-0.3143407,0.2795042,0.947561,0.001638792,-5.472394E-05,-0.001960403,0.9999967 
T0.674052541144192,2.937962,-0.01748244,-0.007798096,-0.01129211,-0.05395508,1.013672,-0.002197266,-0.008034233,-0.3144419,0.2794797,0.9453396,0.001370655,-6.705838E-05,-0.001009745,0.9999986 
T0.697922841645777,2.940127,-0.008930575,-0.007798096,-0.02106567,-0.05175781,1.013428,0.001708984,-0.007926933,-0.3144394,0.2795876,0.9514056,0.001002728,-0.0001115742,-0.001573921,0.9999983 
T0.723049541004002,2.930947,-0.02725599,-0.00901979,-0.01740058,-0.04858398,1.016602,-0.001953125,-0.007953499,-0.3142963,0.2797119,0.9556118,0.0003679328,-0.0001663193,-0.0003779499,0.9999999 
T0.746043640188873,2.901756,-0.01015227,-0.006576402,-0.02106567,-0.05444336,1.017578,0.0009765625,-0.007971486,-0.3142339,0.2796435,0.953164,0.001049862,-0.0001149859,-0.0002213746,0.9999994 
T0.772897941060364,2.920505,-0.03092108,0.009305626,-0.01862228,-0.04638672,1.010742,0,-0.00787352,-0.3143016,0.2796619,0.9446509,0.0002750472,8.026641E-05,-0.0008347009,0.9999996 
T0.796383741311729,2.967212,-0.01992583,-0.001689624,-0.01740058,-0.04833984,1.013428,-0.003173828,-0.007862966,-0.3144011,0.2795449,0.9507014,0.001063701,0.0001982513,0.00127424,0.9999986 
T0.823096240870655,2.925695,-0.02725599,-0.00901979,-0.01862228,-0.05224609,1.018066,-0.0009765625,-0.007925768,-0.3144161,0.2796671,0.9609298,0.001728514,0.0001901258,0.0001771527,0.9999985 
T0.851273140870035,2.900895,-0.02114752,-0.005354707,-0.02106567,-0.04663086,1.014893,0.0002441406,-0.008057675,-0.3144838,0.2795337,0.9534945,0.0008331877,0.0001350647,-0.0001370392,0.9999996 
T0.87326484080404,2.935915,-0.01503905,-0.006576402,-0.02106567,-0.05322266,1.012695,-0.001953125,-0.008135494,-0.3143561,0.2796932,0.9476375,0.0008050929,0.0001140045,0.0005162845,0.9999995 
T0.901506441645324,2.934463,-0.01992583,-0.002911318,-0.01740058,-0.05688477,1.016602,-0.002441406,-0.008194452,-0.3143853,0.2796769,0.9532748,0.001567533,0.0001682213,-0.002099288,0.9999965 
T0.923773841001093,2.907055,-0.01259566,-0.01146318,-0.0125138,-0.04980469,1.015625,-0.001708984,-0.008311387,-0.3144179,0.2796547,0.9521448,0.001605663,0.0001454764,-0.002125743,0.9999965 
T0.951425741426647,2.93537,-0.01015227,-0.005354707,-0.0125138,-0.04980469,1.01123,-0.00390625,-0.008315499,-0.3144512,0.2796754,0.947264,0.001712274,0.0001963644,2.486166E-05,0.9999985 
T0.973917241208255,2.958372,-0.02114752,-0.004133013,-0.005183638,-0.04663086,1.014404,-0.002929688,-0.008132806,-0.3144296,0.2796178,0.9545564,0.002254759,0.0002587302,0.0005195821,0.9999973 
T1.00152884144336,2.926355,-0.01015227,-0.002911318,-0.01984397,-0.05664063,1.015869,-0.003173828,-0.008135233,-0.3143708,0.2795312,0.960402,0.001990532,0.0002957085,1.048108E-05,0.999998 
T1.02851484064013,2.923039,-0.02725599,0.00197546,-0.01984397,-0.04833984,1.013184,-0.0009765625,-0.008136165,-0.3143868,0.2794808,0.9552292,0.001703852,0.0004131381,-0.001833695,0.9999968 
T1.05672673974186,2.93725,-0.02725599,-0.007798096,-0.02350905,-0.05761719,1.015381,0,-0.008143794,-0.314359,0.279498,0.9546852,0.000870949,0.0003212177,-0.0007462584,0.9999993 
T1.08031964022666,2.917787,-0.01870413,0.00197546,-0.008848721,-0.05737305,1.014893,-0.004882813,-0.008327794,-0.3144163,0.2794417,0.9546553,0.001318776,0.000393953,-0.003544431,0.9999928 
