T0.0199999995529652,1.990247,-0.02184272,-0.009128471,-0.01571709,-0.05419922,1.009766,-0.0002441406,-0.01271426,-0.3208584,0.2837482,0.9975677,3.174166E-06,-7.935243E-05,-7.430499E-07,1,31,39,81,0 
T0.0399999991059303,2.94852,-0.02062103,0.01041864,-0.02060387,-0.05371094,1.014404,0.0004882813,-0.0127722,-0.3209293,0.2838881,0.9913288,-0.0002413449,2.303045E-05,0.0002345307,0.9999999,31,39,81,0.2498274 
T0.373333342373371,2.932041,-0.02062103,0.001866779,-0.02671234,-0.05371094,1.01416,-0.001220703,-0.01274079,-0.3210104,0.2837987,0.977386,0.0001745912,0.0002077015,0.0003057881,0.9999999,65,92,137,0.4298478 
T0.434558641165495,2.933223,-0.01329086,0.004310169,-0.02304725,-0.05322266,1.01416,0.0007324219,-0.01263608,-0.3210624,0.2838196,0.9678583,-0.0001479454,0.0002777525,0.0004900453,0.9999998,65,92,137,0.5717403 
T0.465719541534781,2.922426,-0.02428611,-0.0005766097,-0.02304725,-0.0559082,1.015381,0,-0.01253399,-0.3210472,0.2836148,0.9617902,-0.0002530593,0.0002256238,-0.0002195885,0.9999999,65,92,137,0.6743832 
T0.474870841950178,2.919436,-0.02184272,0.009196945,-0.01693878,-0.0546875,1.015137,-0.002197266,-0.01264191,-0.3210815,0.2835256,0.955489,0.0005070406,0.0002984405,-0.0002897009,0.9999998,65,92,137,0.7557874 
T0.487689841538668,2.941813,-0.01695595,0.009196945,-0.01083031,-0.05078125,1.012695,0.0004882813,-0.01286422,-0.3211112,0.2836016,0.9536986,7.293886E-05,0.000327032,0.001020076,0.9999995,65,92,137,0.8168406 
T0.499811141751707,2.925838,-0.02917289,0.007975251,-0.01571709,-0.04882813,1.016113,-0.0009765625,-0.01284769,-0.3209978,0.2836512,0.9567075,8.830048E-05,0.0003062397,0.002312159,0.9999973,65,92,137,0.8168406 
T0.512095841579139,2.905966,-0.009625778,-0.003019999,-0.01571709,-0.05541992,1.016602,-0.0004882813,-0.01277068,-0.3211617,0.2836767,0.9515986,0.0001648388,0.000186257,0.0007560409,0.9999997,65,92,137,0.8168406 
T0.544224343262613,2.948036,-0.01939933,0.01286203,-0.02915573,-0.05419922,1.010986,0.001953125,-0.01277795,-0.3210962,0.2834833,0.9489175,-0.0006377033,0.0002481024,-6.34001E-05,0.9999998,65,92,137,0.8168406 
T0.577415044419467,2.957184,-0.02306442,-0.003019999,-0.02304725,-0.05395508,1.012695,-0.0009765625,-0.01271969,-0.3210221,0.2834845,0.958855,-0.0001641815,0.0001357859,0.0001238413,1,65,92,137,0.8168406 
T0.608370943926275,2.959136,-0.02550781,0.01408372,-0.0132737,-0.05175781,1.011719,0.0004882813,-0.01285067,-0.3210112,0.2835262,0.9640616,-0.000146954,0.0002718694,0.000851375,0.9999996,65,92,137,0.8168406 
T0.634162244386971,2.93831,-0.01451256,0.01652711,-0.02182556,-0.05126953,1.014893,-0.002685547,-0.01276105,-0.3210547,0.2835472,0.9665956,0.0006055492,0.0004059097,0.001408215,0.9999987,65,92,137,0.8168406 
T0.663708143867552,2.926687,-0.02306442,0.01286203,-0.009608615,-0.05371094,1.014648,-0.0002441406,-0.01278594,-0.3210456,0.2835971,0.9614296,0.0003641085,0.0004419656,0.0007955911,0.9999995,65,92,137,0.8168406 
T0.686066643334925,2.913867,-0.01573425,0.0006450843,-0.01449539,-0.05712891,1.016113,0.005371094,-0.01284723,-0.3211772,0.2835224,0.9561806,-0.001693534,0.0002268618,-0.000612776,0.9999984,65,92,137,0.8168406 
T0.713061642833054,2.9008,-0.02306442,0.001866779,-0.02793403,-0.05419922,1.01709,0.001464844,-0.0127861,-0.3210719,0.2834031,0.9489967,-0.001461578,0.0001619013,-0.0003249595,0.9999989,65,92,137,0.8168406 
