T0.0199999995529652,0.9737568,-0.01460047,-0.01077531,-0.006505501,-0.06225586,1.014648,0.002929688,-0.007907358,-0.3150195,0.2769554,1,6.05056E-06,-9.861043E-05,-2.816632E-07,1 
T0.0399999991059303,2.917263,-0.003605215,0.0002199439,-0.007727195,-0.05419922,1.016113,0.003173828,-0.008060982,-0.3151124,0.276964,0.9773386,-3.430704E-05,-9.610537E-05,0.001305614,0.9999992 
T0.373333342373371,2.916518,-0.01460047,-0.001001751,-0.005283806,-0.05639648,1.01416,0.006103516,-0.007983491,-0.315259,0.2769246,0.9628052,-0.000613129,0.0004395065,0.003505033,0.9999936 
T0.463748745620251,2.940779,0.003724953,0.008771805,-0.01017058,-0.05664063,1.011719,0.004882813,-0.007964887,-0.3154207,0.2767448,0.9562471,-0.001384689,0.000869568,0.002726672,0.9999949 
T0.526382245123386,2.952092,-0.004826909,-0.007110223,-0.01139228,-0.06225586,1.013428,0.004394531,-0.007785969,-0.3154476,0.2768233,0.9598777,-0.0009175928,0.0007351398,0.001728579,0.9999979 
T0.536695244722068,2.930912,-0.006048603,-0.007110223,-0.007727195,-0.05834961,1.014893,0.004150391,-0.007793936,-0.3154112,0.276866,0.9622378,-0.0007143428,0.0006640889,0.0006087607,0.9999993 
T0.547199344262481,2.924639,0.009833425,-0.001001751,-0.00894889,-0.05566406,1.01416,0.0002441406,-0.007918404,-0.3154773,0.2769126,0.9580401,-1.757316E-05,0.000663348,0.002258646,0.9999973 
T0.556558543816209,2.939506,0.003724953,0.003885027,-0.01383567,-0.0559082,1.012207,0.0009765625,-0.007824022,-0.315446,0.2769828,0.9552721,0.001091789,0.0006904766,0.003050545,0.9999945 
T0.568252343684435,2.955576,-0.007270298,-0.001001751,-0.01139228,-0.05761719,1.011963,0.002685547,-0.007737387,-0.3152906,0.2768842,0.9586409,0.0006008215,0.000597446,0.002688604,0.9999961 
T0.582168843597174,2.946069,-0.008491993,0.005106723,-0.006505501,-0.05737305,1.014648,0.002441406,-0.007814519,-0.3153231,0.2768325,0.9639697,0.0001029322,0.0005671671,0.00221525,0.9999974 
T0.613718245178461,2.928401,-0.01582216,0.01243689,-0.005283806,-0.05834961,1.013672,0.003417969,-0.007737148,-0.3154281,0.2768559,0.9624018,1.873818E-05,0.0006709128,0.002164908,0.9999974 
T0.641795344650745,2.939125,-0.00238352,0.001441638,-0.0003970284,-0.05615234,1.012939,0.005126953,-0.007630772,-0.3154241,0.2767607,0.958814,-0.0005587867,0.0005546194,0.002170723,0.9999974 
T0.673717144876719,2.949451,-0.003605215,-0.002223445,-0.006505501,-0.05786133,1.011963,0.003662109,-0.007581411,-0.3153865,0.2768162,0.9598122,-0.0008539493,0.0003538094,0.002572973,0.9999963 
T0.702089745551348,2.951693,0.006168341,0.009993499,-0.0003970284,-0.05761719,1.013184,0.004882813,-0.007613846,-0.3154423,0.2768277,0.9633556,-0.000587428,0.0003657916,0.002081802,0.9999976 
T0.724501345306635,2.929721,-0.003605215,0.0002199439,-0.001618724,-0.06030273,1.016113,0.002929688,-0.007603853,-0.3154061,0.2768003,0.9646184,-0.0006541999,0.000254747,0.001778258,0.9999982 
T0.751187145709991,2.893624,-0.01460047,0.002663333,-0.005283806,-0.05957031,1.019043,0.001464844,-0.007601819,-0.3153716,0.2769445,0.9578435,0.0002024689,0.000253637,0.001117337,0.9999993 
T0.777499845251441,2.893451,0.001281563,0.0002199439,-0.001618724,-0.05322266,1.013672,0.001953125,-0.007541208,-0.3150718,0.2770156,0.9439634,0.0005946283,0.0001765627,0.002297402,0.9999972 
T0.801856644451618,2.925167,-0.007270298,-0.001001751,-0.002840418,-0.05859375,1.016846,0.008544922,-0.007609223,-0.3152455,0.2769238,0.9416429,-0.0005847896,-1.122244E-07,0.003389914,0.9999941 
