T0.0199999995529652,1.943185,-0.01137397,-0.006576402,-0.0137355,-0.05004883,1.015869,0.001220703,-0.008264092,-0.3144305,0.2794839,0.985998,-2.804081E-07,-6.033461E-05,-3.889218E-06,1,38,38,87,0 
T0.0399999991059303,2.951942,-0.02236921,-0.006576402,-0.01740058,-0.04980469,1.01123,-0.0004882813,-0.008258979,-0.3143064,0.2795725,0.970639,0.0005222407,-8.860583E-05,-4.337096E-06,0.9999999,38,38,87,0.25 
T0.373333342373371,2.951871,-0.01259566,-0.007798096,-0.01984397,-0.05249023,1.013428,-0.001953125,-0.008210269,-0.3143218,0.2795875,0.9711001,0.00131064,-0.000235079,-0.0008185558,0.9999988,38,38,87,0.4375 
T0.466383643448353,2.95138,-0.01015227,-0.00901979,-0.01862228,-0.0546875,1.012207,-0.0007324219,-0.00812324,-0.3143144,0.279536,0.9690143,0.00118063,-0.0003475715,-0.001927124,0.9999974,38,38,87,0.5749706 
T0.50995584204793,2.933093,-0.01137397,0.003197154,-0.02106567,-0.0480957,1.015381,-0.002197266,-0.008131063,-0.3143056,0.2794214,0.9673688,0.001409677,-0.0001584349,-0.0002492656,0.999999,38,38,87,0.6812279 
T0.522279242053628,2.921861,-0.01626074,0.006862238,-0.02228736,-0.05273438,1.015137,-0.001464844,-0.008025797,-0.3143515,0.2794226,0.9605117,0.001400497,-8.891262E-05,-0.0005523802,0.9999989,38,38,87,0.7609209 
T0.534422442317009,2.944507,-0.02969938,-0.00901979,-0.01862228,-0.0546875,1.012207,0,-0.008080127,-0.3143718,0.2796261,0.9571407,0.0008470555,-0.0001333581,-0.001897011,0.9999979,38,38,87,0.8168111 
T0.545731942169368,2.929921,-0.01381735,0.009305626,-0.01740058,-0.05126953,1.015625,0.0002441406,-0.00816441,-0.314454,0.2795062,0.9595867,0.0005261522,-7.382553E-05,-0.001215562,0.9999992,38,38,87,0.8168111 
T0.565700541250408,2.912277,-0.01259566,-0.002911318,-0.0137355,-0.05322266,1.016113,0,-0.008142145,-0.3142744,0.2795351,0.9545841,0.0005546851,-9.518419E-05,-0.001207443,0.9999991,38,38,87,0.8168111 
T0.589979740791023,2.931469,-0.007708881,-0.006576402,-0.01984397,-0.0480957,1.013672,-0.001464844,-0.008114505,-0.3141564,0.2796455,0.9506061,0.001031838,-0.0001066749,-1.596613E-05,0.9999995,38,38,87,0.8168111 
T0.615548041649163,2.903916,-0.01381735,-0.0004679281,-0.02228736,-0.0559082,1.018066,-0.002685547,-0.00808753,-0.3143072,0.2795378,0.9510914,0.001620555,-5.680956E-05,-0.00143954,0.9999977,38,38,87,0.8168111 
T0.645158241502941,2.919984,-0.01748244,-0.006576402,-0.0137355,-0.05102539,1.013916,-0.001464844,-0.008123411,-0.3143407,0.2795042,0.9446637,0.00146418,-9.546252E-05,-0.001272101,0.9999982,38,38,87,0.8168111 
T0.674052541144192,2.938326,-0.01748244,-0.007798096,-0.01129211,-0.05395508,1.013672,-0.002197266,-0.008034233,-0.3144419,0.2794797,0.948772,0.001498004,-0.0001184335,-0.001441099,0.9999979,38,38,87,0.8168111 
T0.697922841645777,2.941564,-0.008930575,-0.007798096,-0.02106567,-0.05175781,1.013428,0.001708984,-0.007926933,-0.3144394,0.2795876,0.953675,0.000461186,-0.0001918875,-0.001257555,0.9999991,38,38,87,0.8168111 
T0.723049541004002,2.918892,-0.02725599,-0.00901979,-0.01740058,-0.04858398,1.016602,-0.001953125,-0.007953499,-0.3142963,0.2797119,0.9553324,0.0009143468,-0.0001562601,8.468593E-05,0.9999996,38,38,87,0.8168111 
T0.746043640188873,2.896674,-0.01015227,-0.006576402,-0.02106567,-0.05444336,1.017578,0.0009765625,-0.007971486,-0.3142339,0.2796435,0.948767,0.0006185091,-0.000161489,-0.001052385,0.9999993,38,38,87,0.8168111 
T0.772897941060364,2.949416,-0.03092108,0.009305626,-0.01862228,-0.04638672,1.010742,0,-0.00787352,-0.3143016,0.2796619,0.9454145,0.0004298439,8.200698E-05,0.0002642294,0.9999999,38,38,87,0.8168111 
T0.796383741311729,2.956097,-0.01992583,-0.001689624,-0.01740058,-0.04833984,1.013428,-0.003173828,-0.007862966,-0.3144011,0.2795449,0.9575913,0.001521717,0.0001962218,0.0009936348,0.9999983,38,38,87,0.8168111 
T0.823096240870655,2.906408,-0.02725599,-0.00901979,-0.01862228,-0.05224609,1.018066,-0.0009765625,-0.007925768,-0.3144161,0.2796671,0.9584665,0.001387464,0.0001597622,-0.0003418166,0.999999,38,38,87,0.8168111 
T0.851273140870035,2.914668,-0.02114752,-0.005354707,-0.02106567,-0.04663086,1.014893,0.0002441406,-0.008057675,-0.3144838,0.2795337,0.9488762,0.000689982,0.0001258045,0.0006448787,0.9999996,38,38,87,0.8168111 
T0.87326484080404,2.943389,-0.01503905,-0.006576402,-0.02106567,-0.05322266,1.012695,-0.001953125,-0.008135494,-0.3143561,0.2796932,0.9501614,0.001133847,0.0001128532,-0.0004485962,0.9999993,38,38,87,0.8168111 
