T0.0199999995529652,0.9747992,-0.01316866,0.006818254,-0.02085677,-0.06591797,1.01416,0.0002441406,0.001510197,-0.3170118,0.2799227,1,-4.963808E-06,7.6369E-05,1.823355E-08,1 
T0.0399999991059303,2.926435,-0.01805544,0.008039949,-0.01108321,-0.06542969,1.013672,-0.004394531,0.001646545,-0.3168444,0.2800155,0.9782271,0.0007366374,0.0002135665,6.760651E-05,0.9999997 
T0.373333342373371,2.935922,-0.01805544,0.008039949,-0.008639825,-0.06713867,1.012207,0.003662109,0.001634048,-0.3167858,0.2800526,0.9668908,0.0009209171,0.0003022497,-6.231063E-05,0.9999995 
T0.462333142757416,2.94299,-0.01072527,-0.009063774,-0.01719169,-0.06665039,1.013184,0.002685547,0.001760958,-0.3167437,0.2799849,0.96377,-0.001423698,-0.0006006562,-0.0005553755,0.9999987 
T0.503465842455626,2.932813,-0.02416391,0.001931477,-0.01596999,-0.06567383,1.013916,-0.002197266,0.00164211,-0.3167987,0.2801678,0.9625369,-0.0003321955,-0.0006202386,-0.0002161667,0.9999998 
T0.514929342083633,2.931979,-0.02172052,-0.006620385,-0.01108321,-0.05932617,1.013184,-0.0009765625,0.001621778,-0.3167345,0.2799705,0.9591163,0.001007513,-0.0005525326,0.001103078,0.9999987 
T0.52796434238553,2.936165,-0.01316866,0.005596559,-0.0147483,-0.06298828,1.01416,-0.003417969,0.001641667,-0.316784,0.2800207,0.958121,0.001003265,-0.000524898,0.002535447,0.9999962 
T0.539755442179739,2.911809,-0.01194697,0.008039949,-0.00741813,-0.06738281,1.017578,0.001464844,0.001559646,-0.3168711,0.280068,0.9572397,0.0009996439,-0.0005325936,0.00077936,0.999999 
T0.552403341978788,2.901184,-0.01927713,0.003153171,-0.00741813,-0.06958008,1.012695,0.003417969,0.001712221,-0.3169109,0.2802513,0.9482229,-0.0008137402,-0.0006518649,-0.0009449762,0.999999 
T0.564569441601634,2.934526,-0.005838495,-0.006620385,-0.00741813,-0.06420898,1.01416,0.001220703,0.001545842,-0.316937,0.2802597,0.9455811,-0.001074569,-0.0006846528,-0.0009048734,0.9999988 
