T5.22294213529676,2.463898,1.641357,1.460907,0.03533936,1.096405,0.7657694,0.1450195,0.1434631,0.1697294,0.109375,0.1934509,0.1883008,---,-0.02131332,-0.01459255,-0.01305204,0.9995812,-0.0003722231,-0.009565584,0.006679293,0.9999319,-0.001267318,-0.001249943,0.001479581,0.9999973,-0.0009571418,-0.001686703,0.001641619,0.9999968,---,-0.02131332,-0.01459255,-0.01305204,0.9995812,-0.0003722231,-0.009565584,0.006679293,0.9999319,-0.001267318,-0.001249943,0.001479581,0.9999973,-0.0009571418,-0.001686703,0.001641619,0.9999968
T12.4343022471294,4.976196,5.106628,2.873413,0.2882996,2.879802,0.3923515,0.1104736,1.786388,0.4627855,0.06066895,2.237143,0.402218,---,-0.0422393,-0.04558045,-0.02695744,0.9977032,-0.002428997,0.02513675,0.003486032,0.999675,-0.0009009359,0.01559231,0.00405309,0.9998698,-0.0004608938,0.01952325,0.003519674,0.9998031,---,-0.0422393,-0.04558045,-0.02695744,0.9977032,-0.002428997,0.02513676,0.003486033,0.9996751,-0.0009009359,0.01559231,0.00405309,0.9998698,-0.0004608938,0.01952325,0.003519674,0.9998031
T19.0841163499281,5.152863,4.836021,2.682922,2.5685,0.137085,0.5273132,7.122979,1.166066,0.8570557,4.688544,1.045299,0.9751892,---,-0.0458863,0.04108409,-0.02147041,0.9978705,0.02241776,-0.001092833,-0.004573649,0.9997377,0.06203878,0.0106203,-0.008096284,0.9979844,0.04082311,0.009461943,-0.008875705,0.9990822,---,-0.06149735,-0.003395675,0.6904191,0.7207829,0.0166245,0.015079,0.7036873,0.7101554,0.03635835,0.05137773,0.6999566,0.7114065,0.02217569,0.0355569,0.7001817,0.7127339
T25.1029616324231,5.827484,6.216797,5.291626,0.2438965,4.006274,0.1968973,0.05909444,5.136675,0.2097414,0.04451806,5.203348,0.1860116,---,-0.04820368,-0.05644049,-0.04878765,0.9960476,-0.002066975,0.03495774,0.001791593,0.9993851,0.0005971965,0.04480992,0.001805391,0.9989938,0.0004617755,0.04539148,0.001603948,0.9989679,---,-0.04820368,-0.05644049,-0.04878765,0.9960476,-0.002066975,0.03495774,0.001791593,0.9993851,0.0005971965,0.04480992,0.001805391,0.9989938,0.0004617755,0.04539148,0.001603948,0.9989679
T30.7700422471389,8.206482,4.487457,3.82858,12.31792,2.699769,2.089417,2.954863,1.244376,6.106598,2.955255,1.185486,5.971313,---,-0.07276346,-0.03663981,0.03049349,0.9962094,0.1068126,0.02537346,-0.02064928,0.9937409,0.02516685,0.01221325,-0.05352369,0.9981747,0.02521157,0.0116707,-0.05233226,0.9982432,---,0.6529749,-0.04747041,-0.00434611,0.755878,0.7782087,0.03254299,0.003340498,0.627153,0.7236118,0.04648304,-0.0292109,0.6880205,0.7236918,0.04525693,-0.02875206,0.6880373
T37.0020792623982,13.98141,3.455261,8.095947,0.07162476,3.012226,0.5977439,0.2684631,4.174281,0.3285396,0.2453613,4.243811,0.3767415,---,-0.1192371,-0.03843711,-0.07369523,0.9893807,-0.000487707,0.02628649,0.005230901,0.9996406,-0.002236703,0.03642587,0.002950454,0.9993295,-0.00201794,0.03703252,0.003364699,0.9993064,---,-0.1192371,-0.03843711,-0.07369523,0.9893807,-0.000487707,0.02628649,0.005230901,0.9996406,-0.002236703,0.03642587,0.002950454,0.9993295,-0.00201794,0.03703252,0.003364699,0.9993064
T44.2851330591366,7.553043,2.995209,21.42477,5.321594,10.30933,0.6024801,3.518158,9.65002,2.958893,3.439606,9.004214,3.072601,---,0.0695425,-0.01338525,-0.1837206,0.9804241,-0.0457627,0.08998956,0.00940149,0.9948463,-0.03274855,0.08325542,-0.02313355,0.9957213,-0.0320119,0.07763007,-0.0243605,0.9961704,---,-0.08073613,0.6837997,-0.1790841,0.7027293,-0.02571126,0.7670948,0.03900697,0.6398304,-0.0395146,0.7629517,0.00679883,0.6452108,-0.0398613,0.7592915,0.005410356,0.649506
T51.3519905423746,20.392,2.220119,12.21848,0.1306152,3.039629,0.3946332,0.07461548,6.341551,0.2309503,0.07199097,6.381995,0.1978775,---,-0.1780068,0.0001235044,-0.1013141,0.9787998,-0.001047993,0.02652641,0.003472833,0.9996415,-0.0005387803,0.05531341,0.002048356,0.9984668,-0.0005311166,0.05566561,0.001759097,0.9984478,---,-0.1780068,0.0001235044,-0.1013141,0.9787998,-0.001047993,0.02652641,0.003472833,0.9996415,-0.0005387803,0.05531341,0.002048356,0.9984668,-0.0005311166,0.05566561,0.001759097,0.9984478
T58.2841216279194,22.88699,8.885964,8.169312,10.52817,5.247803,6.953857,3.493528,0.1569888,9.057098,3.484426,0.08828541,9.082703,---,-0.202711,0.06164442,-0.05427397,0.9757882,0.09424619,-0.0399444,-0.05613507,0.9931622,0.03027876,0.003771805,-0.07896057,0.9964107,0.03024624,0.003174897,-0.07916516,0.9963975,---,0.5030426,-0.2431723,0.2140082,0.801259,0.7363825,-0.2326678,0.2314836,0.5916262,0.6910631,-0.2073859,0.2287007,0.6535433,0.6912501,-0.2076474,0.2281648,0.6534498
T65.0750116324052,23.47162,6.235392,16.2529,0.1797791,4.370802,0.4177532,0.03179932,3.739081,0.2112799,0.09063721,3.823634,0.2740255,---,-0.2085861,0.024006,-0.1272471,0.9693936,-0.001428678,0.03813861,0.003702745,0.9992646,-0.0002171906,0.0326243,0.001851835,0.9994659,-0.0007106869,0.03336309,0.002416375,0.9994401,---,-0.2085861,0.024006,-0.1272471,0.9693936,-0.001428678,0.03813861,0.003702745,0.9992646,-0.0002171906,0.0326243,0.001851835,0.9994659,-0.0007106869,0.03336309,0.002416375,0.9994401
