T4.25648371502757,3.806824,0.08950806,3.839569,0.008300781,0.02642053,0.01382446,0.1126099,0.235199,0.04804724,0.126709,0.236084,0.1276278,---,-0.03316995,-0.001893051,-0.03350766,0.9988861,-7.248016E-05,0.0002305539,-0.000120726,1,-0.000983677,-0.002051981,0.000417273,0.9999973,-0.001108011,-0.002059072,0.001111481,0.9999967,---,-0.03316995,-0.001893051,-0.03350766,0.9988861,-7.248018E-05,0.000230554,-0.000120726,1,-0.000983677,-0.002051981,0.000417273,0.9999973,-0.001108011,-0.002059072,0.001111481,0.9999967
T14.7453662417829,12.97934,1.273132,11.65161,0.34375,4.567623,0.3955663,0.6504517,3.932021,0.4663288,0.5341187,3.632951,0.4260966,---,-0.1113129,-0.02245351,-0.1020969,0.988272,-0.002859707,0.03985941,0.003568738,0.9991949,-0.005533337,0.03432887,0.004261748,0.9993862,-0.004540855,0.03171493,0.003864225,0.9994792,---,-0.1113129,-0.02245351,-0.1020969,0.988272,-0.002859707,0.03985941,0.003568738,0.9991949,-0.005533337,0.03432887,0.004261748,0.9993862,-0.004540855,0.03171493,0.003864225,0.9994792
T24.3373550213873,8.578522,18.93458,26.51547,1.432142,0.4572754,2.409149,2.329856,1.257766,3.120087,1.870119,1.243621,3.012115,---,-0.1094228,0.1427338,-0.2136005,0.9602232,0.01257849,-0.003726563,-0.02097067,0.999694,0.02002292,0.01152297,-0.02744025,0.9993565,0.01602735,0.01127612,-0.02645456,0.999458,---,-0.1783016,0.0235544,0.5279419,0.8300187,0.01152942,0.006259259,0.692062,0.721719,0.006010368,0.02230632,0.6872486,0.726055,0.003359628,0.01930647,0.6880173,0.7254297
T31.5442727617919,23.92892,10.03934,27.33319,0.27948,4.516232,0.3512296,0.5975037,5.169464,0.25255,0.6072083,5.20111,0.1808473,---,-0.1804387,-0.131966,-0.2478778,0.9426471,-0.002316142,0.03940853,0.003158755,0.9992156,-0.005109347,0.04510754,0.002436777,0.9989661,-0.005221843,0.04538033,0.001816968,0.9989545,---,-0.1804387,-0.131966,-0.2478778,0.9426471,-0.002316142,0.03940853,0.003158755,0.9992156,-0.005109347,0.04510754,0.002436777,0.9989661,-0.005221843,0.04538033,0.001816968,0.9989545
T39.5234895497561,19.92767,37.99451,13.1391,10.39054,3.116681,3.233948,0.05317328,1.382886,10.37088,0.1983762,1.338339,10.53693,---,-0.1992093,-0.2997901,0.05059199,0.9316019,0.0897166,0.0296265,-0.03055298,0.9950576,-0.0006285781,0.01206021,-0.09037852,0.9958343,0.0006513374,0.01178854,-0.09183629,0.9957042,---,0.5178797,-0.2477576,-0.1762097,0.7996043,0.7670513,0.04255332,-0.0006551184,0.6401729,0.7037167,0.07243511,-0.0553794,0.7046056,0.7045298,0.07327382,-0.05660231,0.7036086
T46.9440349638462,26.46585,8.00325,46.37991,0.02942178,4.504354,1.059847,0.7776489,6.256184,0.09098362,0.7862854,6.809357,0.1039865,---,-0.2366526,-0.02747751,-0.3677067,0.8989062,0.0006200007,0.03929373,0.009231547,0.9991849,-0.006732711,0.05457249,0.00116309,0.9984865,-0.006795671,0.05939269,0.00131333,0.9982107,---,-0.2366526,-0.02747751,-0.3677067,0.8989062,0.0006200008,0.03929373,0.009231548,0.999185,-0.006732711,0.05457249,0.00116309,0.9984865,-0.006795671,0.05939269,0.00131333,0.9982107
T56.3263215757906,36.07882,16.19101,47.8147,6.199707,11.12284,0.4604266,3.523956,9.514366,3.530426,3.541077,9.039459,3.499847,---,0.3345454,0.001833599,-0.3416305,0.8782737,-0.05343254,0.09698643,0.00923385,0.9938076,-0.03318055,0.08191072,-0.0281345,0.9956898,-0.03319155,0.07778745,-0.02799414,0.996024,---,-0.005009934,0.6223298,-0.4781285,0.6197367,-0.03125319,0.7713078,0.04431183,0.6341483,-0.04335628,0.7619786,0.003568099,0.6461393,-0.04326481,0.7592993,0.00367512,0.6492913
T63.3253578916192,36.19611,22.09009,53.1261,0.1867676,5.004567,0.5193991,0.8656311,9.723974,0.05852662,0.8768616,10.01683,0.009357568,---,-0.3541398,0.02653874,-0.3639537,0.8610566,-0.001430406,0.04366608,0.004599427,0.9990346,-0.007483425,0.08475729,0.001149126,0.9963729,-0.00761559,0.08730014,0.0007493757,0.9961527,---,-0.3541398,0.02653874,-0.3639537,0.8610566,-0.001430407,0.04366608,0.004599427,0.9990348,-0.007483425,0.08475729,0.001149126,0.9963729,-0.00761559,0.08730014,0.0007493757,0.9961527
T72.3551844162866,68.8157,9.211013,20.07388,8.729109,4.571625,7.267029,0.9758362,1.425732,9.587402,0.979385,1.457443,9.970306,---,-0.5661807,-0.03293369,-0.09864702,0.8176941,0.07840909,-0.03486964,-0.06011095,0.9944963,0.007445549,0.01310916,-0.08366442,0.99638,0.007408478,0.01341229,-0.08699571,0.9960909,---,0.1999145,-0.3315445,-0.01790022,0.9218417,0.7266109,-0.2314018,0.2282771,0.6052932,0.6748728,-0.2043834,0.2255408,0.6722393,0.6754791,-0.2019408,0.2234743,0.6730581
T78.7226410349831,35.26825,39.33401,75.24637,0.01894442,5.444003,0.8736708,0.5151062,5.336037,0.3871701,0.5848999,5.508503,0.2935705,---,-0.4217424,0.07989388,-0.4670893,0.7730317,0.0005272005,0.04748737,0.007607689,0.9988427,-0.004333034,0.04656332,0.003584239,0.9988996,-0.004975195,0.04806453,0.002804158,0.9988279,---,-0.4217424,0.07989388,-0.4670893,0.7730317,0.0005272005,0.04748738,0.00760769,0.9988428,-0.004333034,0.04656332,0.003584239,0.9988996,-0.004975195,0.04806453,0.002804158,0.9988279
