T3.16360294539481,4.17337,0.2396844,3.881622,0.1495667,0.02093506,0.03030396,0.1053004,0.07558662,0.03638292,0.1333225,0.06200723,0.03637695,---,-0.03646134,0.0008559043,-0.03376843,0.998764,-0.001305127,-0.000182946,-0.0002647954,0.9999992,0.0009191281,0.0006593256,0.0003168945,0.9999993,0.001163286,0.0005414841,-0.0003180248,0.9999992,---,-0.03646134,0.0008559043,-0.03376843,0.998764,-0.001305127,-0.000182946,-0.0002647954,0.9999992,0.0009191281,0.0006593256,0.0003168945,0.9999993,0.001163286,0.0005414841,-0.0003180248,0.9999992
T10.5132179716602,13.75674,1.793451,14.69931,0.4754944,5.935169,0.1517639,0.2990112,4.722958,0.1038818,0.2817078,4.559288,0.06287658,---,-0.1207512,9.127744E-05,-0.1251291,0.9847649,-0.004212536,0.05176498,-0.001107675,0.9986498,-0.00264445,0.04120139,-0.0007983214,0.9991471,-0.002434493,0.03977801,0.0006460476,0.9992054,---,-0.1207512,9.127744E-05,-0.1251291,0.9847649,-0.004212535,0.05176498,-0.001107675,0.9986497,-0.00264445,0.04120139,-0.0007983214,0.9991471,-0.002434493,0.03977801,0.0006460476,0.9992054
T18.7727232435718,2.809662,22.3182,25.03275,3.275974,0.01824951,1.037079,7.678536,1.430106,1.160675,2.418648,1.116546,1.828461,---,-0.06541112,0.183665,-0.2079252,0.9585175,0.02858464,9.939414E-05,-0.009041722,0.9995505,0.06682297,0.01312919,-0.01094056,0.9976185,0.020946,0.01007686,-0.01615683,0.9995993,---,-0.1761234,0.08361815,0.5307489,0.8247995,0.02014211,0.02028267,0.7003954,0.7131823,0.03796723,0.05653471,0.6976867,0.713159,0.007685637,0.02193647,0.6953989,0.7182481
T23.3960274318233,28.79352,7.073364,19.12982,0.2502747,4.166733,0.1860046,0.1698665,2.112671,0.2020562,0.08474137,0.7492049,0.1288166,---,-0.2347831,-0.1001555,-0.1757648,0.9507642,-0.002241721,0.03634991,-0.001542641,0.9993355,0.001449603,-0.018438,0.001790298,0.9998274,0.0007468411,0.006537162,0.001119277,0.9999778,---,-0.2347831,-0.1001555,-0.1757648,0.9507642,-0.002241721,0.03634991,-0.001542641,0.9993355,0.001449603,-0.018438,0.001790298,0.9998274,0.0007468411,0.006537162,0.001119277,0.9999778
T28.3694301443174,34.51126,29.92773,10.8145,8.948854,3.123972,2.802338,0.7387085,1.322455,5.42746,0.55896,1.301378,7.249054,---,-0.308538,-0.2184853,0.0106878,0.9257182,0.07729732,0.02907416,-0.02649496,0.9962319,-0.00698504,0.01122197,-0.04726728,0.9987949,-0.005585554,0.01102524,-0.06315757,0.9979271,---,0.4364123,-0.1620499,-0.146935,0.872751,0.7590998,0.03929331,0.001823768,0.6497849,0.7013154,0.04135815,-0.02548788,0.7111937,0.7016914,0.05245516,-0.03686313,0.7095906
T32.8451681593433,38.35144,13.11063,37.23199,0.2688994,3.934923,0.6861548,0.08834839,4.001628,0.3450432,0.02978516,4.933514,0.3177243,---,-0.3436669,-0.00198223,-0.2640042,0.9012164,0.002550734,0.03431718,0.005903687,0.9993903,-0.0006654689,0.03491585,0.00303615,0.9993855,-0.0001403244,0.04304029,0.002781281,0.9990695,---,-0.3436669,-0.00198223,-0.2640042,0.9012164,0.002550734,0.03431717,0.005903686,0.9993902,-0.0006654689,0.03491585,0.00303615,0.9993855,-0.0001403244,0.04304029,0.002781281,0.9990695
T37.8825846845284,26.37604,17.42712,53.12915,4.946075,10.6925,0.1720626,2.509277,7.910288,3.364868,2.455872,6.849481,3.413422,---,0.2676693,-0.03107673,-0.3994721,0.8762474,-0.04282168,0.09315191,0.005513997,0.9947154,-0.02385877,0.06828789,-0.02777331,0.9969935,-0.02316079,0.05906008,-0.02844371,0.9975803,---,-0.0931986,0.5976259,-0.4717402,0.641575,-0.02638051,0.7692384,0.03417848,0.6375017,-0.03650939,0.7532677,-0.002768004,0.6566941,-0.0364899,0.7471576,-0.00373559,0.663634
T43.9727023700252,47.75528,21.25955,43.76282,0.08676147,4.269272,0.6337541,0.3250732,3.854551,0.512978,0.3303223,4.546332,0.5239987,---,-0.4320398,0.008253538,-0.265653,0.8618017,-0.0005506431,0.03725141,0.005554883,0.9992903,-0.002684737,0.03364318,0.004569419,0.9994199,-0.002698856,0.03967641,0.004683449,0.999198,---,-0.4320398,0.008253538,-0.265653,0.8618017,-0.0005506431,0.0372514,0.005554883,0.9992903,-0.002684737,0.03364318,0.004569419,0.9994199,-0.002698856,0.03967641,0.004683449,0.999198
T49.7126255007461,68.49075,38.26443,36.97256,6.053254,4.234863,4.688995,1.365875,1.287068,7.793365,1.414459,1.388637,9.149475,---,-0.5901271,0.08837303,-0.07271,0.799158,0.05422917,-0.03470676,-0.0388737,0.9971677,-0.01265411,0.01039484,-0.06781478,0.9975635,-0.01326936,0.01109391,-0.07959836,0.996677,---,0.1323177,-0.2707053,0.06679574,0.951183,0.7067688,-0.2524351,0.2364372,0.6171318,0.6589608,-0.22227,0.2290032,0.6811199,0.6609792,-0.2140419,0.2213555,0.6843204
T54.408890013583,46.17276,45.72428,74.53476,0.09148406,4.044565,0.5806462,0.131897,4.794944,0.1622009,0.1379395,5.051861,0.1228936,---,-0.5039597,0.06563736,-0.392043,0.7668238,0.0009766491,0.03528366,0.005035743,0.9993642,-0.001090726,0.04183313,0.001462376,0.999123,-0.001155435,0.04407275,0.001124462,0.999027,---,-0.5039597,0.06563736,-0.392043,0.7668238,0.0009766491,0.03528366,0.005035743,0.9993642,-0.001090726,0.04183313,0.001462376,0.999123,-0.001155435,0.04407275,0.001124462,0.999027
